0,0,0_0.jpg,“HE’S A TURRIBLE SMART DRIVER”,1033_0.jpg
0,1,0_1.png,IN A TWINKLING HE WAS IN THE WATER,1033_1.png
0,2,0_2.jpg,"“ROSE, I’LL TAKE YOU SAFELY”",1033_2.jpg
0,3,0_3.jpg,"SHE HAD GONE WITH MAUDE TO CLAUDE’S STOREShe had “seen Boston,” for she had accompanied Mrs. Brooks in the horse-cars daily to the two different temples of healing where that lady worshipped and offered sacrifices. She had also gone with Maude Arthurlena to Claude Merrill’s store to buy pair of gloves, and had overheard Miss Di",1033_3.jpg
1,0,1_2.jpg,A LIST OF THE RHYMESan alphabetical list of first lines,10607_0.jpg
1,1,1_1.jpg,"	Young Roger came tapping at Dolly's window,           Little Bo-Peep has lost her sheep,             And can't tell where to find them;           Leave them alone, and they'll come home,             And bring their tails behind them.           Little Bo-Peep fell fast asleep,             And dreamt she heard them bleating;           But when she awoke, she found it a joke,             For still they all were fleeting.",10607_1.jpg
1,2,1_2.jpg,"         There's a neat little clock,--           In the schoolroom it stands,--         And it points to the time           With its two little hands.         And may we, like the clock,           Keep a face clean and bright,         With hands ever ready           To do what is right.",10607_2.jpg
1,3,1_3.jpg,"         Cold and raw the north wind doth blow,         Bleak in the morning early;         All the hills are covered with snow,         And winter's now come fairly.",10607_3.jpg
2,0,2_0.jpg,"           Every lady in this land           Has twenty nails, upon each hand           Five, and twenty on hands and feet:           All this is true, without deceit.           Piping hot, smoking hot.           Hot gray pease, hot, hot, hot;           Hot gray pease, hot.DAME TROT AND HER CAT",10607_4.jpg
2,1,2_1.jpg,"THE OLD WOMAN UNDER A HILL         There was an old woman           Lived under a hill;         And if she's not gone,           She lives there still.             Resolved to have a battle,         For Tweedle-dum said Tweedle-dee             Had spoiled his nice new rattle.",10607_5.jpg
2,2,2_2.jpg,"         Old Mother Goose, when           She wanted to wander,         Would ride through the air           On a very fine gander.           Here am I, little jumping Joan,         When nobody's with me         Little Robin Redbreast sat upon a tree,         Up went Pussy-Cat, down went he,",10607_6.jpg
2,3,2_3.jpg,"         So I do, master,           As fast as I can.         Pat it, and prick it,           And mark it with T,         Put it in the oven           For Tommy and me.MONEY AND THE MARE         ""Lend me thy mare to ride a mile.""",10607_7.jpg
3,0,3_0.jpg,"         Jack be nimble, Jack be quick,         Jack jump over the candlestick.GOING TO ST. IVES         As I was going to St. Ives         I met a man with seven wives.         Every wife had seven sacks,         Every sack had seven cats,         Every cat had seven kits.",10607_8.jpg
3,1,3_1.jpg,"         Hush, baby, my dolly, I pray you don't cry,         And I'll give you some bread, and some milk by-and-by;         Or perhaps you like custard, or, maybe, a tart,         Then to either you're welcome, with all my heart.         A swarm of bees in May         Is worth a load of hay;         A swarm of bees in June         Is worth a silver spoon;",10607_9.jpg
3,2,3_2.jpg,"IF WISHES WERE HORSES         If wishes were horses, beggars would ride.         If turnips were watches, I would wear one by my side.             And if ""ifs"" and ""ands""             Were pots and pans,         There'd be no work for tinkers!",10607_10.jpg
3,3,3_3.jpg,"         To market, to market, to buy a fat pig.         Home again, home again, jiggety jig.         To market, to market, to buy a fat hog,         Home again, home again, jiggety jog.         To market, to market, to buy a plum bun,         Home again, home again, market is done.COME OUT TO PLAY         Girls and boys, come out to play,",10607_11.jpg
